0.0,1.0
0.1,10.882
0.2,20.528
0.30000000000000004,29.938000000000002
0.4,39.112
0.5,48.05
0.6000000000000001,56.75200000000001
0.7000000000000001,65.218
0.8,73.448
0.9,81.442
1.0,89.2
1.1,96.72200000000001
1.2,104.008
1.3,111.05799999999999
1.4,117.872
1.5,124.45
1.6,130.792
1.7000000000000002,136.89800000000002
1.8,142.768
1.9,148.402
2.0,153.8
2.1,158.962
2.2,163.88800000000003
2.3,168.57799999999997
2.4,173.03199999999998
2.5,177.25
2.6,181.23199999999997
2.7,184.97799999999998
2.8,188.488
2.9,191.762
3.0,194.8
3.1,197.60199999999998
3.2,200.16799999999995
3.3,202.49800000000002
3.4,204.592
3.5,206.45
3.6,208.07199999999997
3.7,209.45799999999997
3.8,210.608
3.9,211.522
4.0,212.2
4.1,212.64199999999994
4.2,212.84799999999998
4.3,212.818
4.4,212.55200000000002
4.5,212.04999999999998
4.6,211.31199999999995
4.7,210.33799999999997
4.8,209.128
4.9,207.68199999999996
5.0,206.0
5.1,204.08199999999994
5.2,201.92799999999994
5.3,199.53799999999995
5.4,196.91199999999992
5.5,194.04999999999995
5.6,190.952
5.7,187.61799999999994
5.8,184.04799999999994
5.9,180.24199999999996
6.0,176.2
6.1,171.92200000000003
6.2,167.4079999999999
6.3,162.65800000000002
6.4,157.67199999999985
6.5,152.45
6.6,146.99200000000008
6.7,141.298
6.8,135.36800000000005
6.9,129.20199999999988
7.0,122.79999999999995
7.1,116.16200000000003
7.2,109.2879999999999
7.3,102.178
7.4,94.83199999999988
7.5,87.25
7.6,79.43200000000002
7.7,71.37799999999993
7.8,63.087999999999965
7.9,54.5619999999999
8.0,45.799999999999955
8.1,36.80199999999991
8.2,27.56799999999987
8.3,18.097999999999843
8.4,8.391999999999939
8.5,-1.5500000000000682
8.6,-11.727999999999952
8.7,-22.14199999999994
8.8,-32.79200000000003
8.9,-43.67800000000011
9.0,-54.80000000000007
9.1,-66.1579999999999
9.2,-77.75200000000007
9.3,-89.58200000000011
9.4,-101.64800000000014
9.5,-113.95000000000005
9.6,-126.48800000000006
9.7,-139.26200000000006
9.8,-152.27200000000028
9.9,-165.51800000000003
